Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,A-xAG,KP,1/3,PPA,CrsPA,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Comp
114,Martin Ens,de GER,MF,Paderborn 07,22,2001,1,1,65,0.7,0,0,0,0,0,0,0,0,0.00,114,de GER,MF,22,2001,0.7,0,0,0,,0.00,0.00,,,,0,0,114,de GER,MF,22,2001,0.7,,,,,,0,,,,,,114,de GER,MF,22,2001,0.7,,,,,,,0,,,,,,,,,114,de GER,MF,22,2001,0.7,,,,,,,,,,,114,de GER,MF,22,2001,0.7,,0,,,,,,,,,,0,,,,114,de GER,MF,22,2001,0.7,,,,,,,,,,,,,,,,,,,,,136,de GER,MF,22,2001,1,65,65,2.1,0.7,1,65,0,0,,13,3.00,3,3,0,0.00,-0.30,114,de GER,MF,22,2001,0.7,0,0,0,4,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
115,Sebastian Ernst,de GER,MF,Jahn R'burg,29,1995,29,23,1898,21.1,0,0,0,0,0,0,3,0,0.00,115,de GER,MF,29,1995,21.1,0,19,5,26.3,0.90,0.24,0.00,0.00,,0,0,115,de GER,MF,29,1995,21.1,,,,,,0,,,,,,115,de GER,MF,29,1995,21.1,,,,,,,29,,,,,,,,,115,de GER,MF,29,1995,21.1,,,,,,,,,,,115,de GER,MF,29,1995,21.1,,33,,,,,,,,,,14,,,,115,de GER,MF,29,1995,21.1,,,,,,,,,,,,,,,,,,,,,137,de GER,MF,29,1995,29,1898,65,62.0,21.1,23,76,6,6,26,3,0.72,13,39,-26,-1.23,+0.47,115,de GER,MF,29,1995,21.1,3,0,0,36,10,0,29,14,33,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
116,Tjark Ernst,de GER,GK,Hertha BSC,21,2003,27,27,2430,27.0,0,0,0,0,0,0,2,0,0.00,116,de GER,GK,21,2003,27.0,0,0,0,,0.00,0.00,,,,0,0,116,de GER,GK,21,2003,27.0,,,,,,0,,,,,,116,de GER,GK,21,2003,27.0,,,,,,,0,,,,,,,,,116,de GER,GK,21,2003,27.0,,,,,,,,,,,116,de GER,GK,21,2003,27.0,,0,,,,,,,,,,0,,,,116,de GER,GK,21,2003,27.0,,,,,,,,,,,,,,,,,,,,,138,de GER,GK,21,2003,27,2430,90,79.4,27.0,27,90,27,0,,5,1.48,43,39,+4,+0.15,+1.01,116,de GER,GK,21,2003,27.0,2,0,0,1,3,0,0,0,0,,,0,3,de GER,GK,21,2003,27,27,2430,27.0,39,1.44,94,60,63.8,11,7,9,6,22.2,6,5,0,1,3,de GER,GK,21,2003,27.0,39,5,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
117,Ali-Eren Ersungur,tr TUR,MF,Karlsruher,18,2005,3,0,51,0.6,0,0,0,0,0,0,0,0,0.00,117,tr TUR,MF,18,2005,0.6,0,2,0,0.0,3.53,0.00,0.00,,,0,0,117,tr TUR,MF,18,2005,0.6,,,,,,0,,,,,,117,tr TUR,MF,18,2005,0.6,,,,,,,1,,,,,,,,,117,tr TUR,MF,18,2005,0.6,,,,,,,,,,,117,tr TUR,MF,18,2005,0.6,,3,,,,,,,,,,0,,,,117,tr TUR,MF,18,2005,0.6,,,,,,,,,,,,,,,,,,,,,139,tr TUR,MF,18,2005,3,51,17,1.7,0.6,0,,0,3,17,3,2.33,1,0,+1,+1.76,+1.73,117,tr TUR,MF,18,2005,0.6,0,0,0,2,0,0,1,0,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
118,Brooklyn Ezeh,de GER,"MF,DF",Hannover 96,23,2001,11,6,549,6.1,0,1,1,0,0,0,1,0,0.16,118,de GER,"MF,DF",23,2001,6.1,0,3,0,0.0,0.49,0.00,0.00,,,0,0,118,de GER,"MF,DF",23,2001,6.1,,,,,,1,,,,,,118,de GER,"MF,DF",23,2001,6.1,,,,,,,36,,,,,,,,,118,de GER,"MF,DF",23,2001,6.1,,,,,,,,,,,118,de GER,"MF,DF",23,2001,6.1,,8,,,,,,,,,,10,,,,118,de GER,"MF,DF",23,2001,6.1,,,,,,,,,,,,,,,,,,,,,140,de GER,"MF,DF",23,2001,11,549,50,17.9,6.1,6,82,2,5,12,10,1.82,3,6,-3,-0.49,-0.78,118,de GER,"MF,DF",23,2001,6.1,1,0,0,4,8,1,36,10,8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
119,Manuel Feil,de GER,"MF,FW",Elversberg,29,1994,26,8,809,9.0,0,3,3,0,0,0,2,0,0.33,119,de GER,"MF,FW",29,1994,9.0,0,14,6,42.9,1.56,0.67,0.00,0.00,,0,0,119,de GER,"MF,FW",29,1994,9.0,,,,,,3,,,,,,119,de GER,"MF,FW",29,1994,9.0,,,,,,,7,,,,,,,,,119,de GER,"MF,FW",29,1994,9.0,,,,,,,,,,,119,de GER,"MF,FW",29,1994,9.0,,15,,,,,,,,,,5,,,,119,de GER,"MF,FW",29,1994,9.0,,,,,,,,,,,,,,,,,,,,,141,de GER,"MF,FW",29,1994,26,809,31,26.4,9.0,8,63,0,18,17,8,1.65,18,9,+9,+1.00,+0.28,119,de GER,"MF,FW",29,1994,9.0,2,0,0,7,6,0,7,5,15,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
120,Robin Fellhauer,de GER,MF,Elversberg,26,1998,25,24,2077,23.1,5,3,8,5,0,0,5,0,0.35,120,de GER,MF,26,1998,23.1,5,25,9,36.0,1.08,0.39,0.20,0.56,,0,0,120,de GER,MF,26,1998,23.1,,,,,,3,,,,,,120,de GER,MF,26,1998,23.1,,,,,,,23,,,,,,,,,120,de GER,MF,26,1998,23.1,,,,,,,,,,,120,de GER,MF,26,1998,23.1,,33,,,,,,,,,,34,,,,120,de GER,MF,26,1998,23.1,,,,,,,,,,,,,,,,,,,,,142,de GER,MF,26,1998,25,2077,83,67.9,23.1,24,86,19,1,4,0,1.72,46,20,+26,+1.13,+1.04,120,de GER,MF,26,1998,23.1,5,0,0,22,35,0,23,34,33,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
121,Max Finkgräfe,de GER,"MF,DF",Köln,20,2004,14,7,811,9.0,0,0,0,0,0,0,4,0,0.00,121,de GER,"MF,DF",20,2004,9.0,0,6,1,16.7,0.67,0.11,0.00,0.00,,0,0,121,de GER,"MF,DF",20,2004,9.0,,,,,,0,,,,,,121,de GER,"MF,DF",20,2004,9.0,,,,,,,29,,,,,,,,,121,de GER,"MF,DF",20,2004,9.0,,,,,,,,,,,121,de GER,"MF,DF",20,2004,9.0,,10,,,,,,,,,,7,,,,121,de GER,"MF,DF",20,2004,9.0,,,,,,,,,,,,,,,,,,,,,143,de GER,"MF,DF",20,2004,14,811,58,26.5,9.0,7,82,3,7,34,11,1.79,9,9,0,0.00,-0.60,121,de GER,"MF,DF",20,2004,9.0,4,0,0,11,10,1,29,7,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
122,Florian Flick,de GER,MF,Nürnberg,24,2000,21,8,829,9.2,1,0,1,1,0,0,3,0,0.11,122,de GER,MF,24,2000,9.2,1,4,1,25.0,0.43,0.11,0.25,1.00,,0,0,122,de GER,MF,24,2000,9.2,,,,,,0,,,,,,122,de GER,MF,24,2000,9.2,,,,,,,3,,,,,,,,,122,de GER,MF,24,2000,9.2,,,,,,,,,,,122,de GER,MF,24,2000,9.2,,12,,,,,,,,,,12,,,,122,de GER,MF,24,2000,9.2,,,,,,,,,,,,,,,,,,,,,144,de GER,MF,24,2000,21,829,39,27.1,9.2,8,84,7,13,12,12,1.81,15,19,-4,-0.43,-0.72,122,de GER,MF,24,2000,9.2,3,0,0,14,6,1,3,12,12,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
123,Dustin Forkel,de GER,MF,Nürnberg,19,2005,9,1,220,2.4,0,0,0,0,0,0,0,0,0.00,123,de GER,MF,19,2005,2.4,0,6,3,50.0,2.45,1.23,0.00,0.00,,0,0,123,de GER,MF,19,2005,2.4,,,,,,0,,,,,,123,de GER,MF,19,2005,2.4,,,,,,,2,,,,,,,,,123,de GER,MF,19,2005,2.4,,,,,,,,,,,123,de GER,MF,19,2005,2.4,,6,,,,,,,,,,0,,,,123,de GER,MF,19,2005,2.4,,,,,,,,,,,,,,,,,,,,,145,de GER,MF,19,2005,9,220,24,7.2,2.4,1,57,0,8,20,2,1.67,5,5,0,0.00,-0.10,123,de GER,MF,19,2005,2.4,0,0,0,6,3,1,2,0,6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
124,Philipp Förster,de GER,MF,Darmstadt 98,29,1995,22,17,1460,16.2,4,1,5,4,0,0,6,0,0.31,124,de GER,MF,29,1995,16.2,4,27,9,33.3,1.66,0.55,0.15,0.44,,0,0,124,de GER,MF,29,1995,16.2,,,,,,1,,,,,,124,de GER,MF,29,1995,16.2,,,,,,,31,,,,,,,,,124,de GER,MF,29,1995,16.2,,,,,,,,,,,124,de GER,MF,29,1995,16.2,,15,,,,,,,,,,12,,,,124,de GER,MF,29,1995,16.2,,,,,,,,,,,,,,,,,,,,,146,de GER,MF,29,1995,22,1460,66,47.7,16.2,17,78,5,5,27,0,1.27,29,21,+8,+0.49,+0.89,124,de GER,MF,29,1995,16.2,6,0,0,13,11,5,31,12,15,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
125,Marcel Franke,de GER,DF,Karlsruher,31,1993,30,30,2584,28.7,3,0,3,3,0,0,6,0,0.10,125,de GER,DF,31,1993,28.7,3,17,5,29.4,0.59,0.17,0.18,0.60,,0,0,125,de GER,DF,31,1993,28.7,,,,,,0,,,,,,125,de GER,DF,31,1993,28.7,,,,,,,3,,,,,,,,,125,de GER,DF,31,1993,28.7,,,,,,,,,,,125,de GER,DF,31,1993,28.7,,12,,,,,,,,,,28,,,,125,de GER,DF,31,1993,28.7,,,,,,,,,,,,,,,,,,,,,147,de GER,DF,31,1993,30,2584,86,84.4,28.7,30,86,25,0,,0,1.50,49,44,+5,+0.17,+0.74,125,de GER,DF,31,1993,28.7,6,0,0,16,18,0,3,28,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
126,Lukas Frenkert,de GER,DF,Preußen Münster,24,2000,25,23,1995,22.2,3,2,5,3,0,0,8,0,0.23,126,de GER,DF,24,2000,22.2,3,27,10,37.0,1.22,0.45,0.11,0.30,,0,0,126,de GER,DF,24,2000,22.2,,,,,,2,,,,,,126,de GER,DF,24,2000,22.2,,,,,,,5,,,,,,,,,126,de GER,DF,24,2000,22.2,,,,,,,,,,,126,de GER,DF,24,2000,22.2,,14,,,,,,,,,,35,,,,126,de GER,DF,24,2000,22.2,,,,,,,,,,,,,,,,,,,,,148,de GER,DF,24,2000,25,1995,80,65.2,22.2,23,84,20,2,35,0,0.92,22,31,-9,-0.41,-0.91,126,de GER,DF,24,2000,22.2,8,0,0,22,21,2,5,35,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
127,Hólmbert Friðjónsson,is ISL,FW,Preußen Münster,31,1993,23,7,817,9.1,3,1,4,3,0,0,6,0,0.44,127,is ISL,FW,31,1993,9.1,3,29,11,37.9,3.19,1.21,0.10,0.27,,0,0,127,is ISL,FW,31,1993,9.1,,,,,,1,,,,,,127,is ISL,FW,31,1993,9.1,,,,,,,1,,,,,,,,,127,is ISL,FW,31,1993,9.1,,,,,,,,,,,127,is ISL,FW,31,1993,9.1,,2,,,,,,,,,,1,,,,127,is ISL,FW,31,1993,9.1,,,,,,,,,,,,,,,,,,,,,149,is ISL,FW,31,1993,23,817,36,26.7,9.1,7,65,1,16,23,3,1.13,15,10,+5,+0.55,+0.87,127,is ISL,FW,31,1993,9.1,6,0,0,36,7,3,1,1,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
128,Noel Futkeu,de GER,"FW,MF",Greuther Fürth,21,2002,34,26,2215,24.6,11,1,12,11,0,0,4,0,0.49,128,de GER,"FW,MF",21,2002,24.6,11,51,21,41.2,2.07,0.85,0.22,0.52,,0,0,128,de GER,"FW,MF",21,2002,24.6,,,,,,1,,,,,,128,de GER,"FW,MF",21,2002,24.6,,,,,,,5,,,,,,,,,128,de GER,"FW,MF",21,2002,24.6,,,,,,,,,,,128,de GER,"FW,MF",21,2002,24.6,,10,,,,,,,,,,3,,,,128,de GER,"FW,MF",21,2002,24.6,,,,,,,,,,,,,,,,,,,,,150,de GER,"FW,MF",21,2002,34,2215,65,72.4,24.6,26,77,7,8,26,0,1.15,34,44,-10,-0.41,+0.02,128,de GER,"FW,MF",21,2002,24.6,4,0,0,14,38,22,5,3,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
129,Tom Gaal,de GER,DF,Ulm,23,2001,21,19,1705,18.9,1,3,4,1,0,0,8,0,0.21,129,de GER,DF,23,2001,18.9,1,8,3,37.5,0.42,0.16,0.13,0.33,,0,0,129,de GER,DF,23,2001,18.9,,,,,,3,,,,,,129,de GER,DF,23,2001,18.9,,,,,,,9,,,,,,,,,129,de GER,DF,23,2001,18.9,,,,,,,,,,,129,de GER,DF,23,2001,18.9,,22,,,,,,,,,,28,,,,129,de GER,DF,23,2001,18.9,,,,,,,,,,,,,,,,,,,,,151,de GER,DF,23,2001,21,1705,81,55.7,18.9,19,88,17,2,21,7,0.86,22,33,-11,-0.58,-0.51,129,de GER,DF,23,2001,18.9,8,0,0,19,14,1,9,28,22,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
130,Dejan Galjen,de GER,FW,Jahn R'burg,22,2002,11,0,179,2.0,1,0,1,1,0,0,0,1,0.50,130,de GER,FW,22,2002,2.0,1,2,1,50.0,1.01,0.50,0.50,1.00,,0,0,130,de GER,FW,22,2002,2.0,,,,,,0,,,,,,130,de GER,FW,22,2002,2.0,,,,,,,0,,,,,,,,,130,de GER,FW,22,2002,2.0,,,,,,,,,,,130,de GER,FW,22,2002,2.0,,2,,,,,,,,,,0,,,,130,de GER,FW,22,2002,2.0,,,,,,,,,,,,,,,,,,,,,152,de GER,FW,22,2002,11,179,16,5.8,2.0,0,,0,11,16,3,0.73,1,9,-8,-4.02,-2.77,130,de GER,FW,22,2002,2.0,0,1,0,8,2,1,0,0,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
131,Noah Ganaus,de GER,FW,Jahn R'burg,23,2001,32,13,1364,15.2,5,0,5,5,0,0,3,0,0.33,131,de GER,FW,23,2001,15.2,5,35,12,34.3,2.31,0.79,0.14,0.42,,0,0,131,de GER,FW,23,2001,15.2,,,,,,0,,,,,,131,de GER,FW,23,2001,15.2,,,,,,,20,,,,,,,,,131,de GER,FW,23,2001,15.2,,,,,,,,,,,131,de GER,FW,23,2001,15.2,,8,,,,,,,,,,1,,,,131,de GER,FW,23,2001,15.2,,,,,,,,,,,,,,,,,,,,,153,de GER,FW,23,2001,32,1364,43,44.6,15.2,13,77,3,19,19,0,0.78,12,34,-22,-1.45,-0.07,131,de GER,FW,23,2001,15.2,3,0,0,18,17,18,20,1,8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
132,Adrian Gantenbein,ch SUI,"DF,MF",Schalke 04,23,2001,20,9,963,10.7,1,2,3,1,0,0,5,1,0.28,132,ch SUI,"DF,MF",23,2001,10.7,1,9,2,22.2,0.84,0.19,0.11,0.50,,0,0,132,ch SUI,"DF,MF",23,2001,10.7,,,,,,2,,,,,,132,ch SUI,"DF,MF",23,2001,10.7,,,,,,,26,,,,,,,,,132,ch SUI,"DF,MF",23,2001,10.7,,,,,,,,,,,132,ch SUI,"DF,MF",23,2001,10.7,,22,,,,,,,,,,18,,,,132,ch SUI,"DF,MF",23,2001,10.7,,,,,,,,,,,,,,,,,,,,,154,ch SUI,"DF,MF",23,2001,20,963,48,31.5,10.7,9,82,6,11,20,5,1.20,15,23,-8,-0.75,-0.66,132,ch SUI,"DF,MF",23,2001,10.7,5,1,1,20,13,0,26,18,22,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
133,Nicolas Gavory,fr FRA,"DF,MF",Düsseldorf,29,1995,18,15,1248,13.9,1,1,2,1,0,0,1,0,0.14,133,fr FRA,"DF,MF",29,1995,13.9,1,11,5,45.5,0.79,0.36,0.09,0.20,,0,0,133,fr FRA,"DF,MF",29,1995,13.9,,,,,,1,,,,,,133,fr FRA,"DF,MF",29,1995,13.9,,,,,,,59,,,,,,,,,133,fr FRA,"DF,MF",29,1995,13.9,,,,,,,,,,,133,fr FRA,"DF,MF",29,1995,13.9,,9,,,,,,,,,,16,,,,133,fr FRA,"DF,MF",29,1995,13.9,,,,,,,,,,,,,,,,,,,,,155,fr FRA,"DF,MF",29,1995,18,1248,69,40.8,13.9,15,81,9,3,13,2,1.67,21,16,+5,+0.36,+0.36,133,fr FRA,"DF,MF",29,1995,13.9,1,0,0,5,6,4,59,16,9,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
134,Jusuf Gazibegović,ba BIH,"MF,DF",Köln,24,2000,11,10,758,8.4,0,0,0,0,0,0,2,0,0.00,134,ba BIH,"MF,DF",24,2000,8.4,0,9,1,11.1,1.07,0.12,0.00,0.00,,0,0,134,ba BIH,"MF,DF",24,2000,8.4,,,,,,0,,,,,,134,ba BIH,"MF,DF",24,2000,8.4,,,,,,,26,,,,,,,,,134,ba BIH,"MF,DF",24,2000,8.4,,,,,,,,,,,134,ba BIH,"MF,DF",24,2000,8.4,,6,,,,,,,,,,12,,,,134,ba BIH,"MF,DF",24,2000,8.4,,,,,,,,,,,,,,,,,,,,,156,ba BIH,"MF,DF",24,2000,11,758,69,24.8,8.4,10,73,3,1,24,0,2.00,8,7,+1,+0.12,-0.43,134,ba BIH,"MF,DF",24,2000,8.4,2,0,0,12,13,0,26,12,6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
135,Felix Gebhardt,de GER,GK,Jahn R'burg,22,2002,24,24,2160,24.0,0,0,0,0,0,0,5,0,0.00,135,de GER,GK,22,2002,24.0,0,0,0,,0.00,0.00,,,,0,0,135,de GER,GK,22,2002,24.0,,,,,,0,,,,,,135,de GER,GK,22,2002,24.0,,,,,,,0,,,,,,,,,135,de GER,GK,22,2002,24.0,,,,,,,,,,,135,de GER,GK,22,2002,24.0,,0,,,,,,,,,,0,,,,135,de GER,GK,22,2002,24.0,,,,,,,,,,,,,,,,,,,,,157,de GER,GK,22,2002,24,2160,90,70.6,24.0,24,90,24,0,,9,0.63,15,53,-38,-1.58,-0.58,135,de GER,GK,22,2002,24.0,5,0,0,0,1,0,0,0,0,,,1,4,de GER,GK,22,2002,24,24,2160,24.0,53,2.21,108,64,56.5,4,3,17,5,20.8,10,6,4,0,4,de GER,GK,22,2002,24.0,53,6,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
136,Linus Gechter,de GER,DF,Hertha BSC,20,2004,21,19,1619,18.0,1,2,3,1,0,0,3,1,0.17,136,de GER,DF,20,2004,18.0,1,15,2,13.3,0.83,0.11,0.07,0.50,,0,0,136,de GER,DF,20,2004,18.0,,,,,,2,,,,,,136,de GER,DF,20,2004,18.0,,,,,,,7,,,,,,,,,136,de GER,DF,20,2004,18.0,,,,,,,,,,,136,de GER,DF,20,2004,18.0,,20,,,,,,,,,,26,,,,136,de GER,DF,20,2004,18.0,,,,,,,,,,,,,,,,,,,,,158,de GER,DF,20,2004,21,1619,77,52.9,18.0,19,83,14,2,22,1,1.38,23,27,-4,-0.22,-0.35,136,de GER,DF,20,2004,18.0,3,1,0,23,8,0,7,26,20,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
137,Andreas Geipl,de GER,MF,Jahn R'burg,32,1992,24,23,1728,19.2,0,0,0,0,0,0,8,0,0.00,137,de GER,MF,32,1992,19.2,0,13,2,15.4,0.68,0.10,0.00,0.00,,0,0,137,de GER,MF,32,1992,19.2,,,,,,0,,,,,,137,de GER,MF,32,1992,19.2,,,,,,,76,,,,,,,,,137,de GER,MF,32,1992,19.2,,,,,,,,,,,137,de GER,MF,32,1992,19.2,,18,,,,,,,,,,29,,,,137,de GER,MF,32,1992,19.2,,,,,,,,,,,,,,,,,,,,,159,de GER,MF,32,1992,24,1728,72,56.5,19.2,23,75,7,1,7,7,0.75,9,38,-29,-1.51,-0.23,137,de GER,MF,32,1992,19.2,8,0,0,26,13,1,76,29,18,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
138,Robert Geller,de GER,MF,Karlsruher,20,2004,1,0,19,0.2,0,0,0,0,0,0,0,0,0.00,138,de GER,MF,20,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,138,de GER,MF,20,2004,0.2,,,,,,0,,,,,,138,de GER,MF,20,2004,0.2,,,,,,,0,,,,,,,,,138,de GER,MF,20,2004,0.2,,,,,,,,,,,138,de GER,MF,20,2004,0.2,,0,,,,,,,,,,0,,,,138,de GER,MF,20,2004,0.2,,,,,,,,,,,,,,,,,,,,,160,de GER,MF,20,2004,1,19,19,0.6,0.2,0,,0,1,19,19,1.00,2,0,+2,+9.47,+9.47,138,de GER,MF,20,2004,0.2,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
139,Filimon Gerezgiher,de GER,FW,Elversberg,24,2000,19,1,374,4.2,1,1,2,1,0,0,2,0,0.48,139,de GER,FW,24,2000,4.2,1,9,2,22.2,2.17,0.48,0.11,0.50,,0,0,139,de GER,FW,24,2000,4.2,,,,,,1,,,,,,139,de GER,FW,24,2000,4.2,,,,,,,6,,,,,,,,,139,de GER,FW,24,2000,4.2,,,,,,,,,,,139,de GER,FW,24,2000,4.2,,4,,,,,,,,,,0,,,,139,de GER,FW,24,2000,4.2,,,,,,,,,,,,,,,,,,,,,161,de GER,FW,24,2000,19,374,20,12.2,4.2,1,77,0,18,17,13,1.16,7,10,-3,-0.72,-1.73,139,de GER,FW,24,2000,4.2,2,0,0,7,5,2,6,0,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
140,Marius Gersbeck,de GER,GK,Hertha BSC,29,1995,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,140,de GER,GK,29,1995,5.0,0,0,0,,0.00,0.00,,,,0,0,140,de GER,GK,29,1995,5.0,,,,,,0,,,,,,140,de GER,GK,29,1995,5.0,,,,,,,0,,,,,,,,,140,de GER,GK,29,1995,5.0,,,,,,,,,,,140,de GER,GK,29,1995,5.0,,0,,,,,,,,,,0,,,,140,de GER,GK,29,1995,5.0,,,,,,,,,,,,,,,,,,,,,162,de GER,GK,29,1995,5,450,90,14.7,5.0,5,90,5,0,,23,0.60,5,9,-4,-0.80,-0.87,140,de GER,GK,29,1995,5.0,0,0,0,1,0,0,0,0,0,,,0,5,de GER,GK,29,1995,5,5,450,5.0,9,1.80,21,13,61.9,1,0,4,0,0.0,1,1,0,0,5,de GER,GK,29,1995,5.0,9,1,,,,,,,,,,,,,,,,,,,,,2. Bundesliga
